artist,album,track,lyrics
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,Wildest Dreams,"['He said, ""Let\'s get out of this town', 'Drive out of the city, away from the crowds""', ""I thought Heaven can't help me now"", 'Nothing lasts forever', 'But this is gonna take me down', ""He's so tall and handsome as hell"", ""He's so bad, but he does it so well"", 'I can see the end as it begins', 'My one condition is', ""Say you'll remember me"", 'Standing in a nice dress', 'Staring at the sunset, babe', 'Red lips and rosy cheeks', ""Say you'll see me again"", ""Even if it's just in your wildest dreams, ah-ah, ha"", 'Wildest dreams, ah-ah, ha', '♪', 'I said, ""No one has to know what we do""', 'His hands are in my hair, his clothes are in my room', 'And his voice is a familiar sound', 'Nothing lasts forever', 'But this is getting good now', ""He's so tall and handsome as hell"", ""He's so bad, but he does it so well"", ""And when we've had our very last kiss"", 'My last request is', ""Say you'll remember me"", 'Standing in a nice dress', 'Staring at the sunset, babe', 'Red lips and rosy cheeks', ""Say you'll see me again"", ""Even if it's just in your wildest dreams, ah-ah, ha (ha-ah, ha)"", 'Wildest dreams, ah-ah, ha', ""You'll see me in hindsight"", 'Tangled up with you all night', 'Burning it down', 'Someday when you leave me', 'I bet these memories', 'Follow you around', ""You'll see me in hindsight"", 'Tangled up with you all night', 'Burning (burning) it (it) down (down)', 'Someday when you leave me', 'I bet these memories', 'Follow (follow) you (you) around (follow you around)', ""Say you'll remember me"", 'Standing in a nice dress', 'Staring at the sunset, babe', 'Red lips and rosy cheeks', ""Say you'll see me again"", ""Even if it's just pretend"", ""Say you'll remember me"", 'Standing in a nice dress', 'Staring at the sunset, babe', 'Red lips and rosy cheeks', ""Say you'll see me again"", ""Even if it's just (pretend, just pretend) in your wildest dreams, ah-ah, ha (ah)"", 'In your wildest dreams, ah-ah, ha', ""Even if it's just stayed in your wildest dreams, ah-ah, ha"", 'In your wildest dreams, ah-ah, ha', '']"
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,The Best Day,"[""I'm five years old, it's getting cold, I've got my big coat on"", 'I hear your laugh and look up smiling at you, I run and run', 'Past the pumpkin patch and the tractor rides', 'Look now, the sky is gold', 'I hug your legs and fall asleep on the way home', ""I don't know why all the trees change in the fall"", ""I know you're not scared of anything at all"", ""Don't know if Snow White's house is near or far away"", 'But I know I had the best day with you today', '♪', ""I'm 13 now and don't know how my friends could be so mean"", 'I come home crying and you hold me tight and grab the keys', ""And we drive and drive until we've found a town far enough away"", ""And we talk and window shop 'til I forgot all their names"", ""I don't know who I'm gonna talk to now at school"", ""I know I'm laughing on the car ride home with you"", ""Don't know how long it's gonna take to feel okay"", 'But I know I had the best day with you today', '♪', 'I have an excellent father', 'His strength is making me stronger', 'God smiles on my little brother', ""Inside and out he's better than I am"", 'I grew up in a pretty house and I had space to run', 'And I had the best days with you', 'There is a video I found from back when I was three', ""You set up a paint set in the kitchen and you're talking to me"", ""It's the age of princesses and pirate ships"", 'And the seven dwarves', ""And Daddy's smart"", ""And you're the prettiest lady in the whole wide world"", 'And now I know why all the trees change in the Fall', 'I know you were on my side even when I was wrong', 'And I love you for giving me your eyes', 'For staying back and watching me shine and', ""I didn't know if you knew, so I'm taking this chance to say"", 'That I had the best day with you today', '']"
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,Red,"['Loving him is like driving a new Maserati down a dead end street', 'Faster than the wind, passionate as sin, ending so suddenly', 'Loving him is like trying to change your mind', ""Once you're already flying through the free fall"", 'Like the colors in autumn, so bright, just before they lose it all', ""Losing him was blue, like I'd never known"", 'Missing him was dark gray, all alone', 'Forgetting him was like trying to know', 'Somebody you never met', 'But loving him was red', '♪', 'Loving him was red', '♪', 'Touching him was like realizing all you ever wanted', 'Was right there in front of you', 'Memorizing him was as easy as knowing all the words', 'To your old favorite song', 'Fighting with him was like trying to solve a crossword', ""And realizing there's no right answer"", 'Regretting him was like wishing you never found out', 'That love could be that strong', ""Losing him was blue, like I'd never known"", 'Missing him was dark gray, all alone', 'Forgetting him was like trying to know', 'Somebody you never met', 'But loving him was red', 'Oh, red', 'Burning red', '', 'Remembering him comes in flashbacks and echoes', ""Tell myself it's time now gotta let go"", 'But moving on from him is impossible', 'When I still see it all in my head', 'In burning red', '♪', 'Burning, it was red', ""Oh, losing him was blue, like I'd never known"", 'Missing him was dark gray, all alone', 'Forgetting him was like trying to know', 'Somebody you never met', ""'Cause loving him was red"", 'Yeah, yeah, red', 'Burning red', ""And that's why he's spinning 'round in my head"", 'Comes back to me, burning red', 'Yeah, yeah', 'His love was like driving a new Maserati down a dead end street', '']"
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,Holy Ground,"['I was reminiscing just the other day', 'While having coffee all alone and Lord, it took me away', 'Back to a first glance feeling on New York time', 'Back when you fit my poems like a perfect rhyme', 'Took off faster than a green light, go', 'Yeah, you skip the conversation when you already know', ""I left a note on the door with a joke we'd made"", 'And that was the first day', 'And darling, it was good', 'Never looking down', 'And right there where we stood', 'Was holy ground', '♪', 'Spinning like a girl in a brand new dress', 'We had this big wide city all to ourselves', ""We blocked the noise with the sound of 'I need you'"", 'And for the first time I had something to lose', 'And I guess we fell apart in the usual way', ""And the story's got dust on every page"", 'But sometimes I wonder how you think about it now', 'And I see your face in every crowd', ""'Cause darling, it was good"", 'Never looking down', 'And right there where we stood', 'Was holy ground', '♪', ""Tonight I'm gonna dance"", ""For all that we've been through"", ""But I don't wanna dance"", ""If I'm not dancing with you"", ""Tonight I'm gonna dance"", 'Like you were in this room', ""But I don't wanna dance"", ""If I'm not dancing with you"", 'It was good', 'Never looking down', 'And right there where we stood', 'Was holy ground', '♪', ""Tonight I'm gonna dance"", ""For all that we've been through"", ""But I don't wanna dance"", ""If I'm not dancing with you"", ""Tonight I'm gonna dance"", 'Like you were in this room', ""But I don't wanna dance"", ""If I'm not dancing with you"", '']"
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,Teardrops On My Guitar - Radio Single Remix,"['Drew looks at me', ""I fake a smile so he won't see"", ""That I want and I'm needin'"", 'Everything that we should be', ""I'll bet she's beautiful"", 'That girl he talks about', ""And she's got everythin' that I have to live without"", 'Drew talks to me', ""I laugh 'cause it's just so funny"", ""But I can't even see anyone when he's with me"", ""He says he's so in love"", ""He's finally got it right"", ""I wonder if he knows he's all I think about at night"", ""He's the reason for the teardrops on my guitar"", ""The only thing that keeps me wishin' on a wishin' star"", ""He's the song in the car I keep singin'"", ""Don't know why I do"", '', 'Drew walks by me', ""Can he tell that I can't breathe?"", 'And there he goes so perfectly', 'The kind of flawless I wish I could be', 'She better hold him tight', 'Give him all the love', 'Look in those beautiful eyes', ""And know she's lucky 'cause"", ""He's the reason for the teardrops on my guitar"", ""The only thing that keeps me wishin' on a wishin' star"", ""He's the song in the car I keep singin'"", ""Don't know why I do"", '♪', 'So I drive home alone', 'As I turn out the light', ""I'll put his picture down"", 'And maybe get some sleep tonight', ""'Cause he's the reason for the teardrops on my guitar"", ""The only one who's got enough of me to break my heart"", ""He's the song in the car I keep singin'"", ""Don't know why I do"", ""He's the time taken up, but there's never enough"", ""And he's all that I need to fall into"", 'Drew looks at me', ""I fake a smile so he won't see"", '']"
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,Our Song,"[""I was ridin' shotgun with my hair undone"", 'In the front seat of his car', ""He's got a one-hand feel on the steering wheel"", 'The other on my heart', 'I look around, turn the radio down', 'He says, ""Baby, is something wrong?""', 'I say, ""Nothing, I was just thinkin\' how we don\'t have a song""', 'And he says', 'Our song is the slamming screen door', ""Sneakin' out late, tapping on your window"", ""When we're on the phone, and you talk real slow"", ""'Cause it's late, and your mama don't know"", 'Our song is the way you laugh', 'The first date, ""Man, I didn\'t kiss her, and I should have""', 'And when I got home, \'fore I said, ""Amen""', 'Asking God if he could play it again', '♪', ""I was walkin' up the front porch steps after everything that day"", 'Had gone all wrong and been trampled on', 'And lost and thrown away', ""Got to the hallway, well on my way to my lovin' bed"", ""I almost didn't notice all the roses"", 'And the note that said', 'Our song is the slamming screen door', ""Sneakin' out late, tapping on your window"", ""When we're on the phone, and you talk real slow"", ""'Cause it's late, and your mama don't know"", 'Our song is the way you laugh', 'The first date, ""Man, I didn\'t kiss her and I should have""', 'And when I got home, \'fore I said, ""Amen""', 'Asking God if he could play it again', '♪', ""I've heard every album, listened to the radio"", 'Waited for something to come along', 'That was as good as our song', ""'Cause our song is the slamming screen door"", ""Sneakin' out late, tapping on his window"", ""When we're on the phone, and he talks real slow"", ""'Cause it's late, and his mama don't know"", 'Our song is the way he laughs', 'The first date, ""Man, I didn\'t kiss him, and I should have""', 'And when I got home, \'fore I said, ""Amen""', ""Askin' God if he could play it again, play it again"", '', 'Oh, yeah', 'Oh, oh yeah', ""I was ridin' shotgun with my hair undone"", 'In the front seat of his car', 'I grabbed a pen and an old napkin', 'And I wrote down our song', '']"
Taylor Swift,reputation Stadium Tour Surprise Song Playlist,22,"['It feels like a perfect night', 'To dress up like hipsters', 'And make fun of our exes', 'Ah-ah, ah-ah', 'It feels like a perfect night', 'For breakfast at midnight', 'To fall in love with strangers', 'Ah-ah, ah-ah', ""Yeah, we're happy, free, confused and lonely at the same time"", ""It's miserable and magical, oh yeah"", ""Tonight's the night when we forget about the deadlines"", ""It's time, oh-oh"", ""I don't know about you"", ""But I'm feeling 22"", 'Everything will be alright if', 'You keep me next to you', ""You don't know about me"", ""But I'll bet you want to"", 'Everything will be alright if', ""We just keep dancing like we're 22, 22"", 'It seems like one of those nights', 'This place is too crowded', 'Too many cool kids', ""(Who's Taylor Swift anyway? Ew) Ah-ah, ah-ah"", 'It seems like one of those nights', 'We ditch the whole scene', ""And end up dreamin' instead of sleeping, yeah"", ""We're happy, free, confused and lonely in the best way"", ""It's miserable and magical, oh yeah"", ""Tonight's the night when we forget about the heartbreaks"", ""It's time, oh-oh"", ""I don't know about you"", ""But I'm feeling 22"", 'Everything will be alright if', 'You keep me next to you', ""You don't know about me"", ""But I'll bet you want to"", 'Everything will be alright if', ""We just keep dancing like we're 22 (Oh, oh, oh, oh)"", '22', ""I don't know about you"", '22, 22', 'It feels like one of those nights', 'We ditch the whole scene', 'It feels like one of those nights', ""We won't be sleeping"", 'It feels like one of those nights', 'You look like bad news', 'I gotta have you', 'I gotta have you', 'Ooh, ooh, yeah, yeah', ""I don't know about you"", ""But I'm feeling 22"", 'Everything will be alright if (Ooh)', 'You keep me next to you', ""You don't know about me"", ""But I'll bet you want to"", 'Everything will be alright if', ""We just keep dancing like we're 22"", '♪', '22 (Dancing like)', '22 (Yeah, yeah)', '22 (Yeah, yeah, yeah)', 'It feels like one of those nights', 'We ditch the whole scene', 'It feels like one of those nights', ""We won't be sleeping"", 'It feels like one of those nights', 'You look like bad news', 'I gotta have you', 'I gotta have you', '']"
Taylor Swift,1989,Welcome To New York,"['Walking through a crowd, the village is aglow', 'Kaleidoscope of loud heartbeats under coats', 'Everybody here wanted something more', ""Searching for a sound we hadn't heard before"", 'And it said', 'Welcome to New York', ""It's been waiting for you"", 'Welcome to New York', 'Welcome to New York', 'Welcome to New York', ""It's been waiting for you"", 'Welcome to New York', 'Welcome to New York', ""It's a new soundtrack"", 'I could dance to this beat, beat', 'Forevermore', 'The lights are so bright', 'But they never blind me, me', 'Welcome to New York', ""It's been waiting for you"", 'Welcome to New York', 'Welcome to New York', 'When we first dropped our bags on apartment floors', 'Took our broken hearts, put them in a drawer', 'Everybody here was someone else before', 'And you can want who you want', 'Boys and boys and girls and girls', 'Welcome to New York', ""It's been waiting for you"", 'Welcome to New York', 'Welcome to New York', 'Welcome to New York', ""It's been waiting for you"", 'Welcome to New York', 'Welcome to New York', ""It's a new soundtrack"", 'I could dance to this beat, beat', 'Forevermore', 'The lights are so bright', 'But they never blind me, me', 'Welcome to New York (New York)', ""It's been waiting for you"", 'Welcome to New York', 'Welcome to New York', 'Like any great love, it keeps you guessing', ""Like any real love, it's ever-changing"", 'Like any true love, it drives you crazy', ""But you know you wouldn't change anything, anything, anything"", 'Welcome to New York', ""It's been waiting for you"", 'Welcome to New York', 'Welcome to New York', 'Welcome to New York', ""It's been waiting for you"", 'Welcome to New York', 'Welcome to New York', ""It's a new soundtrack"", 'I could dance to this beat', 'The lights are so bright', 'But they never blind me', 'Welcome to New York', 'New soundtrack', ""It's been waiting for you"", 'Welcome to New York', 'The lights are so bright', 'But they never blind me', 'Welcome to New York', 'So bright, they never blind me', 'Welcome to New York', 'Welcome to New York', '']"
Taylor Swift,1989,Blank Space,"['Nice to meet you, where you been?', 'I could show you incredible things', 'Magic, madness, heaven, sin', 'Saw you there and I thought', '""Oh, my God, look at that face', 'You look like my next mistake', 'Love\'s a game, wanna play?"" Ay', 'New money, suit and tie', 'I can read you like a magazine', ""Ain't it funny? Rumors fly"", 'And I know you heard about me', ""So hey, let's be friends"", ""I'm dying to see how this one ends"", 'Grab your passport and my hand', 'I can make the bad guys good for a weekend', ""So it's gonna be forever"", ""Or it's gonna go down in flames"", ""You can tell me when it's over, mm"", 'If the high was worth the pain', 'Got a long list of ex-lovers', ""They'll tell you I'm insane"", ""'Cause you know I love the players"", 'And you love the game', ""'Cause we're young, and we're reckless"", ""We'll take this way too far"", ""It'll leave you breathless, mm"", 'Or with a nasty scar', 'Got a long list of ex-lovers', ""They'll tell you I'm insane"", ""But I've got a blank space, baby"", ""And I'll write your name"", '♪', 'Cherry lips, crystal skies', 'I could show you incredible things', 'Stolen kisses, pretty lies', ""You're the King, baby, I'm your Queen"", 'Find out what you want', 'Be that girl for a month', 'Wait, the worst is yet to come, oh, no', 'Screaming, crying, perfect storms', 'I can make all the tables turn', 'Rose garden filled with thorns', 'Keep you second guessing like', '""Oh, my God, who is she?""', 'I get drunk on jealousy', ""But you'll come back each time you leave"", ""'Cause, darling, I'm a nightmare dressed like a daydream"", ""So it's gonna be forever"", ""Or it's gonna go down in flames"", ""You can tell me when it's over, mm"", 'If the high was worth the pain', 'Got a long list of ex-lovers', ""They'll tell you I'm insane"", ""'Cause you know I love the players"", 'And you love the game', ""'Cause we're young, and we're reckless (oh)"", ""We'll take this way too far"", ""It'll leave you breathless, mm (oh)"", 'Or with a nasty scar', 'Got a long list of ex-lovers', ""They'll tell you I'm insane (insane)"", ""But I've got a blank space, baby"", ""And I'll write your name"", ""Boys only want love if it's torture"", ""Don't say I didn't, say I didn't warn ya"", ""Boys only want love if it's torture"", ""Don't say I didn't, say I didn't warn ya"", ""So it's gonna be forever"", ""Or it's gonna go down in flames"", ""You can tell me when it's over (over)"", 'If the high was worth the pain', 'Got a long list of ex-lovers', ""They'll tell you I'm insane (I'm insane)"", ""'Cause you know I love the players"", 'And you love the game', ""'Cause we're young, and we're reckless"", ""We'll take this way too far (ooh)"", ""It'll leave you breathless, mm"", 'Or with a nasty scar (leave a nasty scar)', 'Got a long list of ex-lovers', ""They'll tell you I'm insane"", ""But I've got a blank space, baby"", ""And I'll write your name"", '']"
Taylor Swift,1989,Style,"['Midnight', 'You come and pick me up, no headlights', '♪', 'Long drive', 'Could end in burning flames or paradise', '♪', 'Fade into view, oh', ""It's been a while since I have even heard from you"", '(Heard from you)', ""I should just tell you to leave 'cause I"", 'Know exactly where it leads, but I', ""Watch us go 'round and 'round each time"", 'You got that James Dean daydream look in your eye', 'And I got that red lip classic thing that you like', 'And when we go crashing down, we come back every time', ""'Cause we never go out of style"", 'We never go out of style', 'You got that long hair, slicked back, white t-shirt', 'And I got that good girl faith and a tight little skirt', 'And when we go crashing down, we come back every time', ""'Cause we never go out of style"", 'We never go out of style', 'So it goes', ""He can't keep his wild eyes on the road, mm, mm"", 'Takes me home', ""Lights are off, he's taking off his coat, mm yeah"", 'I say, ""I heard, oh', ""That you've been out and about with some other girl"", 'Some other girl""', 'He says, ""What you\'ve heard is true, but I', ""Can't stop thinking about you and I"", 'I said, ""I\'ve been there too a few times""', ""'Cause you got that James Dean daydream look in your eye"", 'And I got that red lip classic thing that you like', 'And when we go crashing down, we come back every time', ""'Cause we never go out of style"", 'We never go out of style', 'You got that long hair, slicked back, white t-shirt', 'And I got that good girl faith and a tight little skirt', 'And when we go crashing down, we come back every time', ""'Cause we never go out of style (we never go, we never go)"", 'We never go out of style', 'Take me home', 'Just take me home', 'Yeah, just take me home', '♪', '(Out of style)', 'Oh, you got that James Dean daydream look in your eye', 'And I got that red lip classic thing that you like', 'And when we go crashing down, we come back every time', ""'Cause we never go out of style"", 'We never go out of style', '']"
Taylor Swift,Speak Now World Tour Live,Sparks Fly - Live/2011,"[""I don't think you should wait, I think you should speak now"", '♪', 'Drop everything now', '♪', 'The way you move is like a full on rainstorm', ""And I'm a house of cards"", ""You're the kind of reckless that should send me runnin', but I"", ""Kinda know that I won't get far"", 'And you stood there in front of me, just', 'Close enough to touch', ""Close enough to hope you couldn't see what I was thinking of"", 'Drop everything now', 'Meet me in the pouring rain', 'Kiss me on the sidewalk', 'Take away the pain', ""'Cause I see sparks fly whenever you smile"", 'Get me with those green eyes, baby, as the lights go down', ""Give me something that'll haunt me when you're not around"", 'I see sparks fly whenever you smile', '♪', 'My mind forgets to remind me', ""You're a bad idea"", ""You touch me once and it's"", 'Really something, you find', ""I'm even better than you imagined I would be"", ""I'm on my guard for the rest of the world, but with you"", ""I know it's no good"", 'But I could wait patiently, but', 'I really wish you would', 'Drop everything now', 'Meet me in the pouring rain', 'Kiss me on the sidewalk', 'Take away the pain', ""'Cause I see sparks fly whenever you smile"", 'Get me with those green eyes, baby, as the lights go down', ""Give me something that'll haunt me when you're not around"", 'I see sparks fly whenever you smile', '♪', 'I run my fingers through your hair, and', 'Watch the lights go wild', ""Just keep on keeping your eyes on me, it's just"", 'Wrong enough to make it feel right', 'And lead me up the staircase', ""Won't you whisper soft and slow?"", ""I'm captivated by you, baby, like a fireworks show"", 'Drop everything now', 'Meet me in the pouring rain', 'Drop everything now', 'Take away, take away the pain', 'Drop everything now', 'Meet me in the pouring rain', 'Drop everything now', 'Take away, take away the pain', 'Drop everything now', 'Meet me in the pouring rain', 'Kiss me on the sidewalk', 'Take away the pain', ""'Cause I see sparks fly whenever you smile"", 'Get me with those green eyes, baby, as the lights go down', ""Give me something that'll haunt me when you're not around"", 'I see sparks fly whenever you smile', 'And the sparks fly', 'Oh, baby', '']"
Taylor Swift,Speak Now World Tour Live,Mine - Live/2011,"['You were in college working part-time waiting tables', 'Left a small town, never looked back', 'I was a flight risk, with a fear of falling', 'Wondering why we bother with love, if it never lasts', 'I say, ""Can you believe it?""', ""As we're lying on the couch"", 'The moment I can see it', 'Yes, yes', 'I can see it now', 'Do you remember we were sitting there by the water?', 'You put your arm around me for the first time', ""You made a rebel of a careless man's careful daughter"", ""You are the best thing that's ever been mine"", '♪', ""Flash forward and we're taking on the world together"", ""And there's a drawer of my things at your place"", ""You learn my secrets and you figure out why I'm guarded"", ""You say we'll never make my parents' mistakes"", 'But we got bills to pay', 'We got nothing figured out', 'When it was hard to take', 'Yes, yes', 'This is what I thought about', 'Do you remember we were sitting there by the water?', 'You put your arm around me for the first time', ""You made a rebel of a careless man's careful daughter"", ""You are the best thing that's ever been mine"", 'Do you remember all the city lights on the water?', 'You saw me start to believe for the first time', ""You made a rebel of a careless man's careful daughter"", ""You are the best thing that's ever been mine"", '♪', 'And I remember that fight, 2: 30 AM', 'As everything was slipping right out of our hands', 'I ran out crying and you followed me out into the street', '', 'Braced myself for the goodbye', ""'Cause that's all I've ever known"", 'Then you took me by surprise', ""You said I'll never leave you alone"", '♪', 'You said', 'I remember how we felt sitting by the water', ""And every time I look at you, it's like the first time"", ""I fell in love with a careless man's careful daughter"", ""She is the best thing that's ever been mine"", 'Hold on', 'Make it last', 'Hold on', 'Never turn back', ""You made a rebel of a careless man's careful daughter (hold on)"", ""You are the best thing that's ever been mine (hold on)"", '(Oh yeah)', 'Yes, yes, do you believe it? (hold on)', ""Yes, yes we're gonna make it now (hold on)"", 'Yes, yes, I can see it (come on, come on)', 'I can see it now', '']"
Taylor Swift,Speak Now World Tour Live,The Story Of Us - Live,"['Go!', '♪', ""I used to think one day we'd tell the story of us"", 'How we met and the sparks flew instantly', 'And people would say ""They\'re the lucky ones""', 'I used to know my place was the spot next to you', ""Now I'm searching the room for an empty seat"", ""Lately I don't even know what page you're on"", 'Oh, a simple complication', 'Miscommunications lead to fallout', 'So many things that I wish you knew', ""So many walls up I can't break through"", ""Now I'm standing alone in a crowded room"", ""And we're not speaking"", ""And I'm dying to know is it killing you"", ""Like it's killing me, yeah"", ""I don't know what to say"", 'Since the twist of fate when it all broke down', 'And the story of us looks a lot like a tragedy now', 'Next chapter!', '♪', ""How'd we end up this way?"", 'See me nervously pulling at my clothes and trying to look busy', ""And you're doing your best to avoid me"", ""I'm starting to think one day I'll tell the story of us"", 'How I was losing my mind when I saw you here', ""But you held your pride, like you should've held me"", ""Oh, I'm scared to see the ending"", 'Why are we pretending this is nothing?', ""I'd tell you I miss you but I don't know how"", ""I've never heard silence quite this loud"", ""Now I'm standing alone in a crowded room"", ""And we're not speaking"", ""And I'm dying to know is it killing you"", ""Like it's killing me, yeah"", ""I don't know what to say"", 'Since the twist of fate when it all broke down', 'And the story of us looks a lot like a tragedy now', 'Can I please see you jump!', '♪', 'This is looking like a contest', 'Of who can act like they care less', 'But I liked it better when you were on my side', ""The battle's in your hands now"", 'But I would lay my armor down', ""If you said you'd rather love than fight"", 'So many things that you wish I knew', 'But the story of us might be ending soon', ""Now I'm standing alone in a crowded room"", ""And we're not speaking"", ""And I'm dying to know is it killing you"", ""Like it's killing me, yeah"", ""I don't know what to say"", 'Since the twist of fate when it all broke down', 'And the story of us looks a lot like a tragedy now, now now', 'Now, now, now', 'Oh, now, now, now', ""And we're not speaking"", ""And I'm dying to know is it killing you?"", ""Like it's killing me, yeah"", ""I don't know what to say since the twist of fate"", ""'Cause we're going down"", 'And the story of us looks a lot like a tragedy now', 'The end', '']"
Taylor Swift,Speak Now World Tour Live,Mean - Live/2011,"['You, with your words like knives and swords', 'And weapons that you use against me', 'You have knocked me off my feet again', 'Got me feeling like a nothing', 'You, with your voice like nails on a chalkboard', ""Calling me out when I'm wounded"", 'You, picking on the weaker man', 'Well, you can take me down', 'With just one single blow', ""But you don't know what you don't know"", ""Someday, I'll be living in a big old city"", ""And all you're ever gonna be is mean"", ""Someday, I'll be big enough, so you can't hit me"", ""And all you're ever gonna be is mean"", 'Why you gotta be so mean?', 'You, with your switching sides', 'And your wildfire lies and your humiliation', 'You have pointed out my flaws again', ""As if I don't already see them"", 'I walk with my head down, trying to block you out', ""'Cause I'll never impress you"", 'I just wanna feel okay again', ""I'll bet you got pushed around"", 'Somebody made you cold', 'But the cycle ends right now', ""'Cause you can't lead me down that road"", ""And you don't know what you don't know"", ""Someday, I'll be living in a big old city"", ""And all you're ever gonna be is mean"", ""Someday, I'll be big enough, so you can't hit me"", ""And all you're ever gonna be is mean"", 'Why you gotta be so mean?', '♪', 'And I can see you years from now in a bar', 'Talking over a football game', ""With that same big loud opinion, but nobody's listening"", 'Washed up and ranting about the same old bitter things', ""Drunk and grumbling on about how I can't sing"", 'All you are is mean', 'All you are is mean', 'And a liar, and pathetic, and alone in life', 'And mean, and mean, and mean, and mean', ""But someday, I'll be living in a big old city"", ""And all you're ever gonna be is mean, yeah"", ""Someday, I'll be big enough, so you can't hit me"", ""And all you're ever gonna be is mean"", 'Why you gotta be so mean?', ""(Someday, I'll be) living in a big old city (why you gotta be so mean?)"", ""And all you're ever gonna be is mean"", '(Why you gotta be so mean?)', ""Someday, I'll be big enough, so you can't hit me (why you gotta be so mean?)"", ""And all you're ever gonna be is mean"", 'Why you gotta be so mean?', '']"
Taylor Swift,Speak Now World Tour Live,Ours - Live/2011,"['Elevator buttons and morning air', ""Strangers' silence makes me wanna take the stairs"", ""If you were here we'd laugh about their vacant stares"", 'But right now, my time is theirs', ""Seems like there's always someone who disapproves"", ""They'll judge it like they know about me and you"", 'And the verdict comes from those with nothing else to do', ""The jury's out, but my choice is you"", ""So don't you worry your pretty little mind"", 'People throw rocks at things that shine', 'And life makes love look hard', 'The stakes are high', ""The water's rough"", 'But this love is ours', 'You never know what people have up their sleeves', 'Ghosts from your past gonna jump out at me', 'Lurking in the shadows with their lip gloss smiles', ""But I don't care, cause right now you're mine"", ""And you'll say don't you worry your pretty little mind"", 'People throw rocks at things that shine', 'And life makes love look hard', 'The stakes are high', ""The water's rough"", 'But this love is ours', ""And it's not theirs to speculate if it's wrong, and"", 'Your hands are tough but they are where mine belong, and', ""I'll fight their doubt and give you faith with this song for you"", ""'Cause I love the gap between your teeth"", 'And I love the riddles that you speak', 'And any snide remarks from my father', 'About your tattoos will be ignored', ""'Cause my heart is yours"", ""So don't you worry your pretty little mind"", 'People throw rocks at things that shine', 'And life makes love look hard', ""So don't you worry your pretty little mind"", 'People throw rocks at things that shine', ""But they can't take what's ours"", ""They can't take what's ours"", 'The stakes are high', ""The water's rough"", 'But this love is ours', '']"
Taylor Swift,Speak Now World Tour Live,Back To December/Apologize/You're Not Sorry - Live/2011/Medley,"[""I'm so glad you made time to see me"", ""How's life? Tell me, how's your family?"", ""I haven't seen them in a while"", ""You've been good, busier than ever"", 'We small-talk, work and the weather', 'Your guard is up and I know why', 'Because the last time you saw me is still', 'Burned in the back of your mind', 'You gave me roses, and I left them there to die', 'So this is me swallowing my pride', ""Standing in front of you, saying I'm sorry for that night"", 'And I go back to December all the time', ""It turns out freedom ain't nothing but missing you"", ""Wishing I'd realized what I had when you were mine"", 'I go back to December, turn around and make it all right', 'I go back to December all the time', '♪', ""These days, I haven't been sleeping"", 'Staying up playing back myself leaving', ""When your birthday passed and I didn't call"", 'Then I think about summer, all the beautiful times', ""I watched you laughin' from the passenger side, and"", 'Realized I loved you in the fall', 'And then the cold came', 'With the dark days when the fear crept into my mind', 'You gave me all your love, and all I gave you was', 'Goodbye', 'So this is me swallowing my pride', 'Standing in front of you', ""Saying I'm sorry for that night"", 'And I go back to December all the time', ""It turns out freedom ain't nothing but missing you"", ""Wishing I'd realized what I had when you were mine"", 'I go back to December, turn around and change my own mind', 'I go back to December all the time', '♪', 'I miss your tan skin, your sweet smile', 'So good to me, so right', 'And how you held me in your arms that September night', 'The first time you ever saw me cry', 'Maybe this is wishful thinking', 'Probably mindless dreaming', ""But if we loved again, I swear I'd love you right"", ""I'd go back in time and change it, but I can't"", 'So if the chain is on your door, I understand', '♪', ""And then he said, it's too late to apologize (it's too late)"", ""He said, it's too late to apologize (it's too late)"", ""(It's too late to apologize) this is me swallowing my pride"", ""(It's too late) standing in front of you saying"", ""I'm sorry for that night (it's too late to apologize)"", ""(It's too late) 'cause I go back to December"", ""(It's too late to apologize) it turns out freedom ain't nothing but missing you"", ""(It's too late) wishing I'd realized"", ""What I had when you were mine (it's too late to apologize)"", ""Oh, oh (it's too late)"", ""You said, you're not sorry, no, no, no (it's too late to apologize, it's too late)"", ""You're not sorry, no, no, no (it's too late to apologize, it's too late)"", ""Hey, you're not sorry, no, no, no (it's too late to apologize, it's too late)"", ""Hey, you're not sorry, no, no, no"", '']"
